bid_price	bid_volume	ask_price	ask_volume
100.76492250000001	1	100.7850775	2
100.76674864617047	2	100.78690401143623	2
100.76864675909115	0	100.78880250401747	2
100.7920129675404	2	100.81217338617576	0
100.79967023394767	2	100.81983218418947	1
100.77559096209548	2	100.79574809600128	2
100.7183334442407	1	100.73847912549766	2
100.71717930204389	1	100.73732475244933	3
100.73681291055463	2	100.75696228807449	1
100.74235483766577	3	100.76250532368189	4
100.81206651818235	1	100.83223094792896	2
100.81543822960559	1	100.83560333376194	0
100.85114018528546	0	100.87131243054705	0
100.84034680315612	1	100.86051688952539	2
100.8395293133461	1	100.85969923620107	2
100.85035289595368	0	100.87052498374163	1
100.84816741205942	1	100.86833906270691	2
100.85332423838709	0	100.87349692050297	1
100.84863313770262	2	100.86880488150453	2
100.8379970206154	2	100.85816663698117	1
100.82148954432566	0	100.84165585886598	1
100.81587995220477	1	100.83604514471446	5
100.81958404497848	0	100.83974997838081	1
100.80785320259267	1	100.82801678959189	2
100.81249510327956	0	100.83265961875176	0
100.81189304421461	1	100.83205743926295	2
100.76327810923088	3	100.78343278031984	0
100.77053541680844	1	100.79069153950407	1
100.79138065110533	2	100.81154094326476	1
100.85378369616467	1	100.8739564701813	2
100.85481397211407	4	100.87498695220651	1
100.86271709498504	0	100.88289165586013	1
100.84656498058041	3	100.86673631070954	1
100.78562004246359	3	100.80577918238606	1
100.81908548037775	1	100.8392513140572	2
100.84305834207485	3	100.86322897080613	1
100.83033831196727	2	100.8505063964381	1
100.8252659896263	3	100.84543305953122	3
100.83856005879811	0	100.85872978778276	0
100.81213952877197	1	100.83230397312217	4
100.90580290321277	2	100.9259860821113	3
100.89635379561227	0	100.91653508450028	0
100.90407800346104	2	100.92426083734513	2
100.85131104069983	3	100.87148332013591	2
100.86162093560135	2	100.88179527722262	0
100.85585341291663	1	100.87602660091802	1
100.87762389389735	1	100.89780143643037	0
100.91741433107427	1	100.93759983249063	1
100.94290294903013	2	100.9630935486799	1
100.950972988868	0	100.97116520268715	0
100.97350745951469	4	100.9937041806787	2
100.98132938918724	1	101.00152767489365	2
100.98261152212041	1	101.00281006427903	1
100.98358618869668	2	101.00378492580813	1
101.02605689525481	2	101.04626412735706	1
101.02415338480311	2	101.04436023616522	0
101.05004119830274	4	101.07025322774534	2
101.06187371025712	0	101.08208810643879	1
101.04464221919773	0	101.0648531687365	2
101.11984954598134	4	101.14007553848978	2
101.06406582183239	1	101.0842806564802	1
101.0521927093785	2	101.07240516916634	0
101.06366362390825	1	101.08387837810845	0
101.0817377230578	0	101.10195609243935	0
101.08051830145524	1	101.10073642692808	0
101.08448948507046	3	101.10470840485945	0
101.0823014827438	1	101.10251996488857	1
101.10080098020758	1	101.12102316262185	3
101.10120934177462	1	101.12143160586939	4
101.07385679489511	0	101.0940735879334	2
101.09981880584596	0	101.1200407918057	2
101.11642247711686	1	101.13664778414298	2
101.13723987914484	3	101.15746935006776	1
101.18575881067751	0	101.20599798635722	5
101.18705833520414	2	101.20729777081473	1
101.18920858498977	0	101.20944845069333	3
101.1910082644763	0	101.21124849015175	3
101.17299051999845	1	101.19322714176462	1
101.1272378718084	1	101.1474653421298	3
101.1155178462776	1	101.13574297235947	1
101.11088795790059	1	101.13111215791216	1
101.1432190061923	2	101.16344967306021	1
101.17792836412332	0	101.19816597355708	3
101.14457979952523	1	101.16481073857905	2
101.13977830483603	2	101.16000828349485	2
101.15348505032246	0	101.17371777060454	0
101.14843762128847	2	101.16866933198379	2
101.1417403311787	2	101.16197070228203	0
101.11127252235342	1	101.13149679928559	2
101.11727535339796	1	101.13750083101641	1
101.1385801568465	1	101.15880989585176	1
101.15616341591445	2	101.17639667192324	0
101.17787159577387	0	101.19810919385282	0
101.16975614909168	1	101.18999212391898	2
101.16706677425078	1	101.18730221114932	1
101.16249908223325	1	101.18273360550204	0
101.18601563444854	2	101.20625486149812	1
101.21603837906991	0	101.23628361126896	1
101.21527920585922	0	101.23552428620843	1
101.21733156942067	1	101.23757706028364	1
101.28752602091103	2	101.30778555206834	2
101.25055645402857	2	101.27080859053304	3
101.22014484481647	3	101.24039089839079	0
101.20486444123242	1	101.22510743842037	0
101.22331178119198	2	101.24355846821693	2
101.1793903071181	1	101.1996282089697	1
101.12018448268068	2	101.14041054218316	0
101.15101234956988	1	101.17124457526235	0
101.14753513499795	2	101.16776666517796	1
101.16187894695378	1	101.18211334618309	1
101.15163614385501	5	101.17186849431884	2
101.1637114837916	2	101.18394624956493	3
101.16229933644385	5	101.18253381975947	2
101.16941042389644	0	101.18964632957179	2
101.19842178567083	1	101.21866349419881	3
101.19258513388723	1	101.21282567496812	2
101.21304592441865	1	101.2332905580669	0
101.2439283157765	1	101.26417912652072	0
101.2248861168891	1	101.24513311881266	2
101.2279413199245	2	101.24818893294977	3
101.23279759550628	1	101.25304617988381	2
101.24637102026178	2	101.26662231959575	2
101.27532073191469	1	101.29557782177005	2
