bid_price	bid_volume	ask_price	ask_volume
630.086985	2	630.2130149999999	2
629.9804373552025	2	630.1064460435424	1
630.4018599638226	3	630.5279529451135	0
629.6597306921553	0	629.7856752327477	1
629.8671412246802	1	629.9931272515278	0
628.6497769462543	0	628.7755194758964	0
630.2095155229458	3	630.3355700315012	0
629.887079305303	0	630.0130693201655	1
629.6587058320367	0	629.7846501676368	0
629.6742618892183	2	629.8002093363409	1
630.1847236810956	0	630.3107732307867	2
631.2883619210542	2	631.4146322204682	0
629.8669422966507	1	629.9929282837088	0
631.6052297539147	1	631.7315634332335	3
631.5724782747726	0	631.6988054031405	4
631.9141165249619	1	632.040511987813	2
632.4193550643571	4	632.545851585022	1
634.0579377778571	0	634.1847620478396	0
634.2133860124512	1	634.34024137519	1
634.1916459917363	1	634.3184970060361	1
634.4824586748291	1	634.6093678574823	3
634.4782812566012	2	634.6051896036873	0
634.3462046108135	2	634.4730865399287	2
633.885989516441	1	634.012779393332	1
633.8050613897644	0	633.9318350794113	0
634.0431748641081	0	634.1699961812126	0
634.17552362708	1	634.3023714165844	0
634.0601957418438	1	634.1870204634644	3
635.0285957358087	0	635.155614156798	3
635.704422670817	3	635.8315762707113	1
635.7962441571344	0	635.9234161231625	1
633.6384530212098	0	633.7651933858505	2
636.084264274427	1	636.2114938502394	1
637.1690874248742	0	637.2965339870153	2
639.0013788458376	0	639.1291919029126	2
639.6453343468463	4	639.7732762079017	4
640.1064048374507	1	640.2344389218266	2
640.0920994577625	1	640.2201306807763	2
638.7552576768593	1	638.8830215047775	3
637.5572854825341	0	637.6848096920514	0
637.2641374427811	3	637.3916030168272	0
637.1076132728542	1	637.2350475389353	0
635.970401755334	1	636.0976085563652	0
636.537409522195	0	636.6647297361208	0
636.8224368655133	2	636.9498140906089	1
636.8810821120406	4	637.0084710673585	2
635.1349323897099	0	635.2619720801569	1
634.711928230899	1	634.8388833120534	3
634.7642161108256	1	634.8911816506018	2
634.872751823329	1	634.9997390724186	4
634.672705505655	0	634.7996527414797	1
633.961283678485	0	634.0880886157145	1
634.4717789800051	0	634.5986860265058	3
633.1852578038707	1	633.3119075204032	2
632.9011990096021	3	633.0277919086939	1
632.802677112618	0	632.9292503053597	0
633.1035301203802	1	633.2301634897411	2
632.3186337266075	1	632.4451101009902	2
631.7017501347001	2	631.8281031200255	1
631.9664678332896	3	632.0928737674495	1
632.3477996917462	3	632.4742818999053	1
632.4181025077581	2	632.5445987778868	1
632.6424206078601	0	632.7689617460954	0
632.3682668080835	3	632.4947531100752	0
633.2138961298007	0	633.3405515745711	1
633.7919870387013	0	633.9187581132164	2
635.1362884731119	1	635.2633284348027	3
634.7907570605906	3	634.9177279090876	0
634.6290016299573	2	634.7559401241327	3
634.9596490999529	1	635.0866537302359	0
635.6058351958721	1	635.7329690762994	4
635.1566559760046	0	635.2837000116034	0
634.8670354755285	0	634.994021581234	0
634.4634423104538	2	634.5903476894538	1
635.4177824141025	0	635.5448786802119	1
635.2672447930526	1	635.3943109486266	2
635.2033806594042	2	635.3304340408741	3
635.1690726088787	0	635.2961191280524	1
632.009013494016	1	632.1354279381592	0
632.2250518844769	1	632.3515095406194	0
633.1755120983722	1	633.3021598655686	0
634.1043685061111	2	634.231202063168	3
634.5571343438061	1	634.6840584630867	3
634.5261663805319	2	634.6530843056006	0
633.9351529487423	1	634.0619526593031	0
634.044228404955	0	634.1710499327887	1
633.7070232492144	1	633.8337773292724	3
634.4333967606618	0	634.5602961299509	1
633.2249031038266	1	633.351560750212	0
632.9400259876068	0	633.0666266528708	0
631.9531606682297	1	632.0795639406906	3
632.1857859293664	2	632.3122357315324	0
631.7214663488032	0	631.8478232777659	1
631.0437311801321	0	631.169952548505	0
630.1756406509128	1	630.3016883838163	1
630.2848749519316	0	630.4109445338801	2
627.519063798935	0	627.6445801633312	2
625.7065030067304	1	625.8316568227133	0
625.7993751300771	2	625.9245475223424	1
625.9122577672355	2	626.0374527382861	0
623.9877266138385	2	624.1125366401639	2
623.7572317355324	0	623.8819956582719	1
623.3710724889329	1	623.495759172099	0
623.7841873506159	0	623.9089566650175	0
623.1889515791385	0	623.3136018344798	2
623.9907693389937	2	624.1155799739249	0
624.0349966159928	1	624.1598160972641	1
624.3683160902467	5	624.4932022420799	2
623.1469144288114	0	623.271556275882	0
622.1594984232746	1	622.2839427673936	2
618.7068360113277	2	618.8305897539043	1
619.9352853321818	2	620.059284789194	1
620.4949282864062	1	620.6190396832031	1
