bid_price	bid_volume	ask_price	ask_volume
30.601939499999997	16	30.608060499999997	15
30.603561430606455	17	30.60968275502502	25
30.605069870828864	15	30.611191496965645	15
30.601847011296808	15	30.607967992797217	23
30.60205946287219	17	30.608180486867163	23
30.602252499312623	16	30.608373561918743	23
30.603334025822793	18	30.60945530475585	27
30.603161111859627	12	30.609282356206435	16
30.60142560906693	14	30.60754650627846	15
30.60049774494745	17	30.6066184565676	17
30.607485425168395	18	30.61360753446436	13
30.60833825361256	19	30.61446053349127	23
30.607627816928233	21	30.613749954705394	20
30.60930180027148	13	30.615424272878798	21
30.609017345329693	18	30.61513976104033	19
30.608875907792427	22	30.614998295212725	18
30.609692724718695	16	30.615815275518717	21
30.604459621951374	22	30.610581126026172	19
30.600456927472557	17	30.6065776309284	15
30.600525850811337	17	30.606646568053222	23
30.601900827419456	16	30.60802181968417	20
30.602536188266612	21	30.6086573076162	24
30.599263828001313	16	30.60538429281339	16
30.597392636346076	14	30.603512726882396	26
30.596452797519454	17	30.60257270006921	17
30.59641398574908	19	30.60253388053571	16
30.596258140340716	26	30.602378003955145	23
30.596523169573253	18	30.60264308619883	16
30.595735063297735	17	30.601854822286295	20
30.599394881922574	22	30.60551537294806	22
30.60024103194052	24	30.606361692212936	21
30.598765113000862	24	30.604885478059966	16
30.598623129442664	15	30.60474346610222	16
30.598608908326575	20	30.604729242141623	18
30.595646821161864	19	30.60176656250023	20
30.595987988131274	17	30.60210779770986	23
30.59850656547573	14	30.604626878820163	22
30.601917801886646	14	30.608038797546588	20
30.601793618432055	18	30.60791458925282	20
30.600960967050966	17	30.6070817713248	15
30.600793025208134	16	30.606913795890243	16
30.599011550119986	18	30.605131964471443	20
30.59700328745674	16	30.603123300115495	18
30.59708175059423	14	30.603201778947184	15
30.596176745665247	20	30.60229659299911	13
30.595127740807772	17	30.601247378319687	19
30.594658764566802	25	30.600778308274087	23
30.59483503551503	24	30.600954614480028	12
30.594955765988637	16	30.601075369102148	13
30.59494041410949	22	30.601060014152313	15
30.594881927877157	22	30.60100151622157	21
30.594198034173537	15	30.600317485725526	26
30.594179386226205	11	30.600298834048235	22
30.594002150060394	12	30.600121562431642	21
30.59518204676974	20	30.601301695143928	16
30.59451801661552	14	30.6006375321704	15
30.59434422230787	19	30.600463703100413	21
30.59438394695803	13	30.600503435696293	16
30.594229545288734	22	30.600349003143577	15
30.593273904710227	18	30.59939317141784	27
30.592193387459794	11	30.598312438042342	15
30.590055676404635	26	30.596174299402218	20
30.590305368669547	25	30.596424041610575	24
30.58904045024939	22	30.595158870181432	18
30.589166896384565	12	30.595285341608363	20
30.589076868648394	17	30.595195295864844	22
30.589984712249645	12	30.596103321052972	19
30.59029205245511	18	30.596410722732625	16
30.59016101352698	22	30.59627965759409	21
30.59110471633525	22	30.5972235491618	25
30.59088344469292	15	30.597002233260717	16
30.589485311307186	22	30.59560382022034	10
30.58968580065276	15	30.595804349667787	29
30.589647956666177	18	30.59576649811165	14
30.59136267283198	21	30.59748155725499	16
30.59077247325156	24	30.596891239622845	20
30.587593629960526	22	30.59371176049957	17
30.587043784032552	25	30.59316180459141	12
30.586859961732085	17	30.592977945522808	17
30.580619764864338	20	30.586736500490872	19
30.58075291239432	21	30.586869674653027	12
30.581214605449997	17	30.58733146005655	13
30.58375302861954	17	30.5898703909615	21
30.58319063120229	23	30.58930788105351	13
30.58405811005844	22	30.590175533422784	17
30.58387072797253	23	30.589988113856712	22
30.584896339177842	17	30.591013930204777	22
30.583705422902085	11	30.58982277572195	26
30.58737705005336	12	30.59349513727209	27
30.584332631363523	21	30.590450109637622	20
30.585134253234802	13	30.591251891849307	26
30.585660481873823	14	30.591778225744584	26
30.58600336593218	17	30.592121178386613	20
30.584972367503678	22	30.591089973737798	18
30.58468639471292	20	30.590803943746767	13
30.584580949901643	16	30.59069847784442	26
30.586709434229284	15	30.5928273879115	17
30.586590950334475	15	30.592708880317538	21
30.58841607836248	22	30.594534373407658	14
30.588742043654293	15	30.594860403899048	18
30.590317982278883	18	30.596436657742885	16
30.58891889470135	16	30.59503729031985	17
30.588333967924864	21	30.594452246546307	19
30.587550919452333	24	30.593669041448422	25
30.58773356112242	18	30.593851719650495	25
30.588947163589086	22	30.59506556486193	15
30.590537444940466	18	30.596656164301386	16
30.590003451377772	20	30.596122063929304	15
30.589232353578314	19	30.595350811894864	15
30.589871964904315	15	30.595990551155918	22
30.590078344023343	22	30.5961969715549	15
30.590812719072662	13	30.596931493493916	14
30.59105465694284	14	30.59717347975651	17
30.58944268847409	18	30.595561188861826	17
30.58755044603436	18	30.593668567935755	16
30.587668140886738	18	30.593786286329458	21
30.58669412641322	26	30.592812077033564	13
30.586864057051066	16	30.59298204166094	22
30.585827857258813	18	30.591945634608003	22
30.58569107988803	26	30.591808829879007	26
30.58420521297745	20	30.590322665765328	31
30.58690585470061	24	30.59302384767085	16
30.58716443121722	19	30.59328247590793	21
30.589234346763988	23	30.59535280547921	25
30.590308477282445	22	30.596427150845255	21
30.588560032037147	24	30.59467835587594	15
30.589369154106972	23	30.59548763978636	17
30.584674184082292	22	30.590791730673768	18
30.58517079700036	14	30.591288442924352	18
30.582157472632783	13	30.588274515831632	18
30.584599969397644	11	30.590717501144695	15
30.586209021481473	15	30.59232687507113	22
30.58334928059562	19	30.589466562179894	26
30.583487484521335	11	30.58960479374916	17
30.585079437844136	12	30.59119706549447	27
30.584221689009986	19	30.590339145093395	16
30.583915251899747	19	30.590032646689608	13
30.583097227879968	18	30.589214459048662	25
30.582563393906046	12	30.588680518297263	19
30.58276406813254	16	30.588881232662622	20
30.580236956899256	19	30.58635361595654	11
30.57784991675339	17	30.583966098354903	17
30.576458097788375	9	30.582574000998257	14
30.575883869325597	17	30.5819996576783	21
30.576128398908867	19	30.582244236172375	19
30.576227846234133	20	30.582343703389093	17
30.574360208598296	14	30.580475692188376	12
30.575690997923473	24	30.58180674769803	12
30.575716996395975	25	30.581832751370754	22
30.575852100304836	22	30.581967882303097	17
30.57572126591889	15	30.581837021747656	15
30.573810357710386	13	30.579925731319285	14
30.57492388857033	21	30.581039484907674	16
30.57420444096251	18	30.580319893395945	27
30.5796744629806	16	30.585791009527846	15
30.57883482	18	30.58495119860186	18
30.576901200787724	11	30.583017192627068	19
30.5778427711291	11	30.58395895130134	18
30.578972486378003	17	30.585088892515895	17
30.58378119920713	26	30.589898567183766	21
30.584369798060532	12	30.590487283768713	22
30.585205422031486	16	30.591323074881174	17
30.58600051659501	20	30.59211832847952	18
30.586009294905825	12	30.59212710854617	15
30.58397570290813	17	30.590093109789397	23
30.583514003279298	17	30.589631317811403	12
30.58515624883276	16	30.591273891846825	14
30.58782211383493	15	30.593940290075324	28
30.58792613983272	11	30.59404433688039	16
30.58778196697457	24	30.593900135184786	16
30.5878859961195	17	30.594004185137624	16
30.5883117192215	11	30.594429993392765	22
30.586127999741407	21	30.59224583712509	18
30.58838117862257	28	30.594499466687097	21
30.592205348239464	16	30.59832440121441	18
30.59297872292786	14	30.59909793059321	12
30.597525881571293	11	30.603645998759326	32
30.59648165902862	16	30.602601567351257	11
